0.0110216	1.32694
0.0111683	1.30421
0.0112504	1.28633
0.0112842	1.27398
0.0112867	1.26748
0.0112744	1.26688
0.0112628	1.27199
0.0112663	1.28238
0.0112984	1.29742
0.0113706	1.31623
0.0114937	1.33773
0.0116755	1.36064
0.0119219	1.38356
0.0122351	1.40507
0.0126144	1.42379
0.0130542	1.43851
0.0135453	1.44825
0.0140733	1.45234
0.0146195	1.45044
0.0151605	1.44255
0.0156696	1.4291
0.0161183	1.41091
0.0164784	1.38919
0.0167256	1.36556
0.0168431	1.34202
0.0168252	1.32091
0.0166813	1.30484
0.0164388	1.29646
0.0161448	1.29816
0.0158633	1.3114
0.0156687	1.33593
0.0156317	1.36913
0.0158023	1.40603
0.0161937	1.44048
0.0167778	1.46697
0.0174924	1.48213
0.0182575	1.48518
0.0189916	1.4774
0.0196246	1.46135
0.020106	1.4402
0.0204088	1.41726
0.0205309	1.3957
0.0204944	1.37837
0.0203415	1.36756
0.0201304	1.36476
0.0199258	1.37041
0.0197904	1.38366
0.0197735	1.40242
0.0199033	1.42379
0.0201835	1.44463
0.0205961	1.46232
0.0211074	1.47512
0.0216774	1.48231
0.0222654	1.48394
0.0228352	1.48065
0.0233564	1.47334
0.0238054	1.46308
0.0241642	1.451
0.0244221	1.43828
0.0245756	1.42615
0.0246302	1.41585
0.0246016	1.40859
0.0245166	1.40537
0.0244113	1.40685
0.0243282	1.41314
0.0243092	1.42363
0.0243885	1.437
0.024585	1.45145
0.0248986	1.46504
0.0253106	1.47614
0.0257886	1.48379
0.0262954	1.48776
0.0267964	1.48846
0.0272672	1.48671
0.0276962	1.48348
0.0280844	1.47958
0.0284417	1.47555
0.0287812	1.47152
0.0291128	1.4673
0.0294386	1.46251
0.0297507	1.45678
0.0300329	1.44994
0.0302645	1.44219
0.030428	1.43407
0.0305131	1.42641
0.0305231	1.42018
0.0304747	1.41627
0.0303965	1.41529
0.0303238	1.41738
0.0302905	1.42218
0.0303215	1.42884
0.0304271	1.43625
0.0306011	1.44335
0.0308238	1.44939
0.0310688	1.45407
0.0313106	1.45761
0.0315328	1.4606
0.0317311	1.46377
0.0319157	1.4678
0.0321077	1.47307
0.0323334	1.47954
0.0326169	1.48674
0.0329732	1.49385
0.033404	1.49994
0.0338965	1.50413
0.0344258	1.50586
0.0349603	1.50495
0.0354679	1.5016
0.0359213	1.49633
0.0363016	1.48983
0.0366002	1.48288
0.0368185	1.47618
0.036966	1.47034
0.0370577	1.46578
0.0371117	1.46277
0.0371458	1.46138
0.0371764	1.46159
0.0372171	1.46326
0.0372792	1.46619
0.0373711	1.47019
0.0374999	1.47501
0.0376711	1.48042
0.0378893	1.48615
0.0381574	1.49191
0.0384767	1.49739
0.0388456	1.50225
0.0392587	1.50617
0.0397069	1.50887
